eventnumber,index,sequencenumber,yokedsequencenumber,istarget,presentationnumber,stimnumber,stim,response,correct,rt,stimname,time_stimon,time_stimoff,stimdur
179,1236,0,5,0,179,3,stimuli_orig\Beaver1_body.jpg,0,0,0,Beaver1_body.jpg,96.81651235174286,96.91650836362032,0.09999601187746521
180,1237,0,5,0,180,48,stimuli_orig\Table2.jpg,0,0,0,Table2.jpg,97.0165087741625,97.11650449279568,0.09999571863318124
181,1238,0,5,0,181,50,stimuli_orig\Wolf1_body.jpg,0,0,0,Wolf1_body.jpg,97.2165043168493,97.31645868803662,0.09995437118732298
182,1239,0,5,0,182,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,97.41650073926894,97.51649293897026,0.0999921997013189
183,1240,0,5,0,183,23,stimuli_orig\Fox2_face.jpg,0,0,0,Fox2_face.jpg,97.61649276302387,97.71649112085606,0.09999835783219169
184,1241,0,5,0,184,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,97.81648918544352,97.91648285136671,0.09999366592319348
185,1242,0,5,0,185,20,stimuli_orig\Flower5.jpg,0,0,0,Flower5.jpg,98.01648531461888,98.11648279271776,0.09999747809888504
186,1243,0,5,0,186,7,stimuli_orig\Camel3_body.jpg,0,0,0,Camel3_body.jpg,98.21647792486237,98.31647510971743,0.09999718485505582
187,1244,0,5,0,187,29,stimuli_orig\Helmet1.jpg,0,0,0,Helmet1.jpg,98.41647610674772,98.51647182538136,0.09999571863363599
188,1245,0,5,0,188,8,stimuli_orig\Carrat1.jpg,0,0,0,Carrat1.jpg,98.61647047645738,98.71646531535771,0.09999483890032934
189,1246,0,5,0,189,10,stimuli_orig\Cheeta1_face.jpg,0,0,0,Cheeta1_face.jpg,98.81646484616704,98.91646173777735,0.0999968916103171
190,1247,0,5,0,190,37,stimuli_orig\Motorcycle3.jpg,0,0,0,Motorcycle3.jpg,99.01646156183097,99.11645669397558,0.09999513214461331
191,1248,0,5,0,191,42,stimuli_orig\Raccoon3_face.jpg,0,0,0,Raccoon3_face.jpg,99.2164553450516,99.3164507704405,0.09999542538889727
192,1249,0,5,0,192,16,stimuli_orig\Deer2_face.jpg,0,0,0,Deer2_face.jpg,99.41645851209023,99.51644836583728,0.09998985374704716
193,1250,0,5,0,193,44,stimuli_orig\Seashell1.jpg,0,0,0,Seashell1.jpg,99.61644818989089,99.71644420176835,0.09999601187746521
194,1251,0,5,0,194,47,stimuli_orig\Spinich1.jpg,0,0,0,Spinich1.jpg,99.81644226635626,99.91643915796658,0.0999968916103171
195,1252,0,5,0,195,12,stimuli_orig\Cow4_body.jpg,0,0,0,Cow4_body.jpg,100.01643986175259,100.11643382092052,0.09999395916793219
196,1253,0,5,0,196,32,stimuli_orig\Kangaroo3_face.jpg,0,0,0,Kangaroo3_face.jpg,100.21643335172939,100.31643141631685,0.09999806458745297
197,1254,0,5,0,197,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,100.41643153361474,100.5164257860265,0.09999425241176141
198,1255,0,5,0,198,26,stimuli_orig\Goat4_body.jpg,0,0,0,Goat4_body.jpg,100.61642238439254,100.71642191520186,0.09999953080932755
199,1256,0,5,0,199,14,stimuli_orig\Deer1_face.jpg,0,0,0,Deer1_face.jpg,100.81641704734648,100.9164148186901,0.09999777134362375
200,1257,0,5,0,200,51,stimuli_orig\Wolf3_body.jpg,0,0,0,Wolf3_body.jpg,101.01641552247611,101.11641417355258,0.09999865107647565
201,1258,0,5,0,201,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,101.21640871920863,101.31640561081895,0.0999968916103171
202,1259,0,5,0,202,11,stimuli_orig\Corn1.jpg,0,0,0,Corn1.jpg,101.4163538238763,101.51640027377289,0.10004644989658118
203,1260,0,5,0,203,13,stimuli_orig\Cucumber1.jpg,0,0,0,Cucumber1.jpg,101.61640068431461,101.71639640294825,0.09999571863363599
204,1261,0,5,0,204,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,101.81639417429142,101.91639077265745,0.09999659836603314
205,1262,0,5,0,205,9,stimuli_orig\Chandelier1.jpg,0,0,0,Chandelier1.jpg,102.01638971697821,102.11638778156566,0.09999806458745297
206,1263,0,5,0,206,49,stimuli_orig\Toothpaste1.jpg,0,0,0,Toothpaste1.jpg,102.21638731237499,102.31638127154247,0.09999395916747744
207,1264,0,5,0,207,18,stimuli_orig\Deer3_face.jpg,0,0,0,Deer3_face.jpg,102.41638138883991,102.51637769396211,0.09999630512220392
208,1265,0,5,0,208,27,stimuli_orig\Goat4_face.jpg,0,0,0,Goat4_face.jpg,102.6163786909924,102.71637265015988,0.09999395916747744
209,1266,0,5,0,209,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,102.8163742336792,102.91636643338097,0.09999219970177364
210,3801,1,18,0,0,22,stimuli_orig\Flower7.jpg,0,0,0,Flower7.jpg,128.69908501914597,128.7990798580463,0.09999483890032934
211,3802,1,18,0,1,12,stimuli_orig\Cow4_body.jpg,0,0,0,Cow4_body.jpg,128.89911076599492,128.99908976970346,0.0999790037085404
212,3803,1,18,0,2,45,stimuli_orig\Sheep2_body.jpg,0,0,0,Sheep2_body.jpg,129.09907845047337,129.199071529908,0.09999307943462554
213,3804,1,18,0,3,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,129.29907076747304,129.3990670725948,0.09999630512174917
214,3805,1,18,0,4,48,stimuli_orig\Table2.jpg,0,0,0,Table2.jpg,129.4990824385959,129.59908490184807,0.10000246325216722
215,3806,1,18,0,5,27,stimuli_orig\Goat4_face.jpg,0,0,0,Goat4_face.jpg,129.69907944750412,129.7990868959091,0.10000744840499465
216,3807,1,18,0,6,2,stimuli_orig\Apple1.jpg,0,0,0,Apple1.jpg,129.8990834942756,129.9991211468432,0.10003765256760744
217,3808,1,18,0,7,30,stimuli_orig\Horse3_body.jpg,0,0,0,Horse3_body.jpg,130.09909721810845,130.19907475559557,0.09997753748712057
218,3809,1,18,0,8,31,stimuli_orig\Kangaroo1_face.jpg,0,0,0,Kangaroo1_face.jpg,130.29907457964873,130.3990732307252,0.09999865107647565
219,3810,1,18,0,9,52,stimuli_orig\Wrench1.jpg,0,0,0,Wrench1.jpg,130.4990742277555,130.5990555774183,0.09998134966281214
220,3811,1,18,0,10,50,stimuli_orig\Wolf1_body.jpg,0,0,0,Wolf1_body.jpg,130.69905686769334,130.79905199983796,0.09999513214461331
221,3812,1,18,0,11,24,stimuli_orig\Giraffe3_body.jpg,0,0,0,Giraffe3_body.jpg,130.89905358335727,130.99904930199045,0.09999571863318124
222,3813,1,18,0,12,23,stimuli_orig\Fox2_face.jpg,0,0,0,Fox2_face.jpg,131.09905059226548,131.19904279196726,0.09999219970177364
223,3814,1,18,0,13,19,stimuli_orig\Flower3.jpg,0,0,0,Flower3.jpg,131.2990429092647,131.39904390629545,0.10000099703074738
224,3815,1,18,0,14,32,stimuli_orig\Kangaroo3_face.jpg,0,0,0,Kangaroo3_face.jpg,131.49908390481733,131.59904443413507,0.09996052931774102
225,3816,1,18,0,15,1,stimuli_orig\Anchor2.jpg,0,0,0,Anchor2.jpg,131.69904689738723,131.79904320250898,0.09999630512174917
226,3817,1,18,0,16,13,stimuli_orig\Cucumber1.jpg,0,0,0,Cucumber1.jpg,131.89902983056936,131.9990261356911,0.09999630512174917
227,3818,1,18,0,17,8,stimuli_orig\Carrat1.jpg,0,0,0,Carrat1.jpg,132.09902566649998,132.1990199189122,0.09999425241221616
228,3819,1,18,0,18,40,stimuli_orig\Rabbit1_body.jpg,0,0,0,Rabbit1_body.jpg,132.29902032945392,132.39901810079755,0.09999777134362375
229,3820,1,18,0,19,10,stimuli_orig\Cheeta1_face.jpg,0,0,0,Cheeta1_face.jpg,132.499016165385,132.5990095380639,0.09999337267890951
230,3821,1,18,0,20,49,stimuli_orig\Toothpaste1.jpg,0,0,0,Toothpaste1.jpg,132.69901053509466,132.79900801319354,0.09999747809888504
231,3822,1,18,0,21,36,stimuli_orig\Monkey3_face.jpg,0,0,0,Monkey3_face.jpg,132.89900490480386,132.99900120992606,0.09999630512220392
232,3823,1,18,0,22,42,stimuli_orig\Raccoon3_face.jpg,0,0,0,Raccoon3_face.jpg,133.0990013272235,133.19899616612383,0.09999483890032934
233,3824,1,18,0,23,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,133.29899569693316,133.3989940547649,0.09999835783173694
234,3825,1,18,0,24,14,stimuli_orig\Deer1_face.jpg,0,0,0,Deer1_face.jpg,133.49900648832318,133.598985785276,0.09997929695282437
235,3826,1,18,0,25,4,stimuli_orig\Bicycle1.jpg,0,0,0,Bicycle1.jpg,133.69898883501673,133.79898396716135,0.09999513214461331
236,3827,1,18,1,26,54,stimuli_targets\blacktriangle.jpg,0,0,0,blacktriangle.jpg,133.8989867236578,133.99897892335912,0.0999921997013189
237,3828,1,18,0,27,43,stimuli_orig\Screw1.jpg,0,0,0,Screw1.jpg,134.0989793339013,134.1989729998245,0.09999366592319348
238,3829,1,18,0,28,37,stimuli_orig\Motorcycle3.jpg,1,1,0,Motorcycle3.jpg,134.2989731171224,134.39897147495412,0.09999835783173694
239,3830,1,18,0,29,20,stimuli_orig\Flower5.jpg,0,0,0,Flower5.jpg,134.49894109484512,134.5989655514195,0.1000244565743742
240,3831,1,18,0,30,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,134.69896302951838,134.79898367391706,0.10002064439868263
241,3832,1,18,0,31,15,stimuli_orig\Deer2_body.jpg,0,0,0,Deer2_body.jpg,134.89896062491516,134.9989583962588,0.09999777134362375
242,3833,1,18,0,32,21,stimuli_orig\Flower6.jpg,0,0,0,Flower6.jpg,135.09895675409052,135.19894983352515,0.09999307943462554
243,3834,1,18,0,33,51,stimuli_orig\Wolf3_body.jpg,0,0,0,Wolf3_body.jpg,135.29894965757876,135.39894742892193,0.099997771343169
244,3835,1,18,0,34,26,stimuli_orig\Goat4_body.jpg,0,0,0,Goat4_body.jpg,135.49892848534046,135.5989415053873,0.10001302004684476
245,3836,1,18,0,35,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,135.69894367539473,135.7989379278065,0.09999425241176141
246,3837,1,18,0,36,25,stimuli_orig\Goat2_face.jpg,0,0,0,Goat2_face.jpg,135.89893569915012,135.99891177041536,0.09997607126524599
247,3838,1,18,0,37,16,stimuli_orig\Deer2_face.jpg,0,0,0,Deer2_face.jpg,136.09893006885932,136.19892784020294,0.09999777134362375
248,3839,1,18,0,38,29,stimuli_orig\Helmet1.jpg,0,0,0,Helmet1.jpg,136.2989273710118,136.39892279640117,0.09999542538935202
249,3840,1,18,0,39,44,stimuli_orig\Seashell1.jpg,0,0,0,Seashell1.jpg,136.49892731236332,136.59891804584322,0.09999073347989906
250,3841,1,18,0,40,9,stimuli_orig\Chandelier1.jpg,0,0,0,Chandelier1.jpg,136.6989222685611,136.79891241555288,0.09999014699178588
251,3842,1,18,0,41,46,stimuli_orig\Sheep2_face.jpg,0,0,0,Sheep2_face.jpg,136.8989122396065,136.99891147717108,0.09999923756458884
252,3843,1,18,0,42,18,stimuli_orig\Deer3_face.jpg,0,0,0,Deer3_face.jpg,137.09890602282712,137.19890526039217,0.09999923756504359
253,3844,1,18,0,43,7,stimuli_orig\Camel3_body.jpg,0,0,0,Camel3_body.jpg,137.29890479120104,137.3989016828118,0.09999689161077185
254,3845,1,18,0,44,41,stimuli_orig\Rabbit2_face.jpg,0,0,0,Rabbit2_face.jpg,137.49890062713212,137.5989010376743,0.10000041054217945
255,3846,1,18,0,45,17,stimuli_orig\Deer3_body.jpg,0,0,0,Deer3_body.jpg,137.69889558333034,137.7988898357421,0.09999425241176141
256,3847,1,18,0,46,6,stimuli_orig\Cactus1.jpg,0,0,0,Cactus1.jpg,137.89889200574999,137.99887306216806,0.09998105641807342
257,3848,1,18,0,47,34,stimuli_orig\Lynx1_body.jpg,0,0,0,Lynx1_body.jpg,138.09889048087962,138.19888531977995,0.09999483890032934
258,3849,1,18,0,48,3,stimuli_orig\Beaver1_body.jpg,0,0,0,Beaver1_body.jpg,138.2988795721917,138.39887763677916,0.09999806458745297
259,3850,1,18,0,49,47,stimuli_orig\Spinich1.jpg,0,0,0,Spinich1.jpg,138.49884432422732,138.59883535095196,0.09999102672463778
260,3851,1,18,0,50,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,138.69887183054243,138.79886490997706,0.09999307943462554
261,3852,1,18,0,51,11,stimuli_orig\Corn1.jpg,0,0,0,Corn1.jpg,138.89886561376306,138.9988648513281,0.09999923756504359
262,3853,1,18,0,52,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,139.09887963084066,139.19885687508304,0.09997724424238186
263,3854,1,18,0,53,13,stimuli_orig\Cucumber1.jpg,0,0,0,Cucumber1.jpg,139.29886051131234,139.39884977857128,0.09998926725893398
264,3855,1,18,0,54,30,stimuli_orig\Horse3_body.jpg,0,0,0,Horse3_body.jpg,139.49880737544572,139.59883036579868,0.10002299035295437
265,3856,1,18,0,55,29,stimuli_orig\Helmet1.jpg,0,0,0,Helmet1.jpg,139.6988521831745,139.798839397723,0.09998721454849147
266,3857,1,18,0,56,14,stimuli_orig\Deer1_face.jpg,0,0,0,Deer1_face.jpg,139.89884684612798,139.99880297678146,0.09995613065348152
267,3858,1,18,0,57,48,stimuli_orig\Table2.jpg,0,0,0,Table2.jpg,140.098817756294,140.19883253580656,0.10001477951254856
268,3859,1,18,0,58,43,stimuli_orig\Screw1.jpg,0,0,0,Screw1.jpg,140.29882238955406,140.39882661227193,0.10000422271787102
269,3860,1,18,0,59,10,stimuli_orig\Cheeta1_face.jpg,0,0,0,Cheeta1_face.jpg,140.4987900740325,140.59883300499723,0.10004293096471883
270,3861,1,18,0,60,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,140.69882285874473,140.79879775703284,0.09997489828811013
271,3862,1,18,0,61,36,stimuli_orig\Monkey3_face.jpg,0,0,0,Monkey3_face.jpg,140.89877500127568,140.99877042666458,0.09999542538889727
272,3863,1,18,0,62,25,stimuli_orig\Goat2_face.jpg,0,0,0,Goat2_face.jpg,141.09876995747345,141.19879089511642,0.1000209376429666
273,3864,1,18,0,63,7,stimuli_orig\Camel3_body.jpg,0,0,0,Camel3_body.jpg,141.29878632050531,141.3987864378032,0.10000011729789549
274,3865,1,18,0,64,12,stimuli_orig\Cow4_body.jpg,0,0,0,Cow4_body.jpg,141.49879652540676,141.5987570547245,0.09996052931774102
275,3866,1,18,0,65,46,stimuli_orig\Sheep2_face.jpg,0,0,0,Sheep2_face.jpg,141.6987791653446,141.79875318389986,0.09997401855525823
276,3867,1,18,0,66,34,stimuli_orig\Lynx1_body.jpg,0,0,0,Lynx1_body.jpg,141.89875183497588,141.99874755360952,0.09999571863363599
277,3868,1,18,0,67,51,stimuli_orig\Wolf3_body.jpg,0,0,0,Wolf3_body.jpg,142.09876966422917,142.19876391664093,0.09999425241176141
278,3869,1,18,0,68,45,stimuli_orig\Sheep2_body.jpg,0,0,0,Sheep2_body.jpg,142.2988012759647,142.3987837986042,0.09998252263949325
279,3870,1,18,0,69,41,stimuli_orig\Rabbit2_face.jpg,0,0,0,Rabbit2_face.jpg,142.49873846303626,142.59875294930453,0.10001448626826459
280,3871,1,18,0,70,19,stimuli_orig\Flower3.jpg,0,0,0,Flower3.jpg,142.6987747666799,142.7987505447013,0.09997577802141677
281,3872,1,18,0,71,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,142.8987559403963,142.9987534184952,0.09999747809888504
282,3873,1,18,0,72,15,stimuli_orig\Deer2_body.jpg,0,0,0,Deer2_body.jpg,143.09874180602128,143.19876479637378,0.10002299035249962
283,3874,1,18,0,73,21,stimuli_orig\Flower6.jpg,0,0,0,Flower6.jpg,143.2987443865709,143.3987442106245,0.09999982405361152
284,3875,1,18,0,74,24,stimuli_orig\Giraffe3_body.jpg,0,0,0,Giraffe3_body.jpg,143.49877277261885,143.59875031010597,0.09997753748712057
285,3876,1,18,0,75,50,stimuli_orig\Wolf1_body.jpg,0,0,0,Wolf1_body.jpg,143.6987386976316,143.7987341230205,0.09999542538889727
286,3877,1,18,0,76,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,143.8987374660055,143.99873641032627,0.09999894432075962
287,3878,1,18,0,77,31,stimuli_orig\Kangaroo1_face.jpg,0,0,0,Kangaroo1_face.jpg,144.0987294897609,144.19872608812693,0.09999659836603314
288,3879,1,18,0,78,1,stimuli_orig\Anchor2.jpg,0,0,0,Anchor2.jpg,144.2987323635548,144.3987374660055,0.10000510245072292
289,3880,1,18,0,79,16,stimuli_orig\Deer2_face.jpg,0,0,0,Deer2_face.jpg,144.4987331846387,144.5987165870115,0.0999834023727999
290,3881,1,18,0,80,8,stimuli_orig\Carrat1.jpg,0,0,0,Carrat1.jpg,144.69873283274546,144.79870890401116,0.09997607126570074
291,3882,1,18,0,81,3,stimuli_orig\Beaver1_body.jpg,0,0,0,Beaver1_body.jpg,144.89873160111983,144.99873435761583,0.10000275649599644
292,3883,1,18,0,82,20,stimuli_orig\Flower5.jpg,0,0,0,Flower5.jpg,145.0987333019366,145.19872550163836,0.09999219970177364
293,3884,1,18,0,83,6,stimuli_orig\Cactus1.jpg,0,0,0,Cactus1.jpg,145.29872649866866,145.39872045783613,0.09999395916747744
294,3885,1,18,0,84,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,145.4987255602873,145.5986904882693,0.09996492798200052
295,3886,1,18,0,85,52,stimuli_orig\Wrench1.jpg,0,0,0,Wrench1.jpg,145.69872990030262,145.79870919725545,0.09997929695282437
296,3887,1,18,0,86,18,stimuli_orig\Deer3_face.jpg,0,0,0,Deer3_face.jpg,145.89870696859862,145.9987070858965,0.10000011729789549
297,3888,1,18,0,87,49,stimuli_orig\Toothpaste1.jpg,0,0,0,Toothpaste1.jpg,146.098701045064,146.19869559072004,0.09999454565604537
298,3889,1,18,0,88,44,stimuli_orig\Seashell1.jpg,0,0,0,Seashell1.jpg,146.29869482828462,146.3986896671854,0.09999483890078409
299,3890,1,18,0,89,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,146.49871236429362,146.5986869693379,0.0999746050442809
300,3891,1,18,0,90,40,stimuli_orig\Rabbit1_body.jpg,0,0,0,Rabbit1_body.jpg,146.69868532716964,146.79868251202424,0.09999718485460107
301,3892,1,18,0,91,9,stimuli_orig\Chandelier1.jpg,0,0,0,Chandelier1.jpg,146.8986832158107,146.9986850925743,0.10000187676359928
302,3893,1,18,0,92,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,147.09868638284888,147.19870526778186,0.10001888493297884
303,3894,1,18,0,93,23,stimuli_orig\Fox2_face.jpg,0,0,0,Fox2_face.jpg,147.29868661744467,147.39866826035177,0.0999816429070961
304,3895,1,18,0,94,4,stimuli_orig\Bicycle1.jpg,0,0,0,Bicycle1.jpg,147.49866779116064,147.59866438952668,0.09999659836603314
305,3896,1,18,0,95,47,stimuli_orig\Spinich1.jpg,0,0,0,Spinich1.jpg,147.6986691987331,147.79865963896918,0.09999044023606984
306,3897,1,18,0,96,37,stimuli_orig\Motorcycle3.jpg,0,0,0,Motorcycle3.jpg,147.89859553576616,147.99865254245742,0.10005700669125872
307,3898,1,18,0,97,27,stimuli_orig\Goat4_face.jpg,0,0,0,Goat4_face.jpg,148.0986758260542,148.19865160407562,0.09997577802141677
308,3899,1,18,0,98,42,stimuli_orig\Raccoon3_face.jpg,0,0,0,Raccoon3_face.jpg,148.2986537740835,148.39864568054054,0.09999190645703493
309,3900,1,18,0,99,2,stimuli_orig\Apple1.jpg,0,0,0,Apple1.jpg,148.49864345188416,148.59863887727306,0.09999542538889727
310,3901,1,18,0,100,32,stimuli_orig\Kangaroo3_face.jpg,0,0,0,Kangaroo3_face.jpg,148.69863899457096,148.7986352996927,0.09999630512174917
311,3902,1,18,0,101,17,stimuli_orig\Deer3_body.jpg,0,0,0,Deer3_body.jpg,148.89863571023443,148.9986308423795,0.09999513214506806
312,3903,1,18,0,102,11,stimuli_orig\Corn1.jpg,0,0,0,Corn1.jpg,149.09862949345552,149.19862550533298,0.09999601187746521
313,3904,1,18,0,103,22,stimuli_orig\Flower7.jpg,0,0,0,Flower7.jpg,149.2986235699209,149.3986225142412,0.09999894432030487
314,3905,1,18,0,104,26,stimuli_orig\Goat4_body.jpg,0,0,0,Goat4_body.jpg,149.49862292478338,149.59861688395085,0.09999395916747744
315,3906,1,18,0,105,4,stimuli_orig\Bicycle1.jpg,0,0,0,Bicycle1.jpg,149.69861758773732,149.79861213339336,0.09999454565604537
316,3907,1,18,0,106,48,stimuli_orig\Table2.jpg,0,0,0,Table2.jpg,149.8986122506908,149.99861354096583,0.10000129027503135
317,3908,1,18,0,107,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,150.09860896635473,150.1986011660565,0.09999219970177364
318,3909,1,18,0,108,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,150.29856492106137,150.3985987614533,0.10003384039191587
319,3910,1,18,0,109,19,stimuli_orig\Flower3.jpg,0,0,0,Flower3.jpg,150.49860269092687,150.5985957703615,0.09999307943462554
320,3911,1,18,0,110,34,stimuli_orig\Lynx1_body.jpg,0,0,0,Lynx1_body.jpg,150.69859266197182,150.79858779411643,0.09999513214461331
321,3912,1,18,0,111,11,stimuli_orig\Corn1.jpg,0,0,0,Corn1.jpg,150.8985882046586,150.99853495149455,0.09994674683593985
322,3913,1,18,0,112,27,stimuli_orig\Goat4_face.jpg,0,0,0,Goat4_face.jpg,151.0985858000554,151.19857946597858,0.09999366592319348
323,3914,1,18,0,113,24,stimuli_orig\Giraffe3_body.jpg,0,0,0,Giraffe3_body.jpg,151.29858046300933,151.39857412893252,0.09999366592319348
324,3915,1,18,0,114,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,151.49857600569567,151.5985940108958,0.10001800520012694
325,3916,1,18,0,115,44,stimuli_orig\Seashell1.jpg,0,0,0,Seashell1.jpg,151.69857184162674,151.7985660940385,0.09999425241176141
326,3917,1,18,0,116,2,stimuli_orig\Apple1.jpg,0,0,0,Apple1.jpg,151.89856533160355,151.99855078668634,0.09998545508278767
327,3918,1,18,0,117,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,152.09856028780177,152.1985568861678,0.09999659836603314
328,3919,1,18,0,118,45,stimuli_orig\Sheep2_body.jpg,0,0,0,Sheep2_body.jpg,152.29855495075526,152.39855008289987,0.09999513214461331
329,3920,1,18,1,119,53,stimuli_targets\blacksquare.jpg,0,0,0,blacksquare.jpg,152.49853172580697,152.59854650531952,0.10001477951254856
330,3921,1,18,0,120,14,stimuli_orig\Deer1_face.jpg,0,0,0,Deer1_face.jpg,152.69854632937313,152.79854380747202,0.09999747809888504
331,3922,1,18,0,121,17,stimuli_orig\Deer3_body.jpg,0,0,0,Deer3_body.jpg,152.89854685721275,152.99852351496702,0.09997665775426867
332,3923,1,18,0,122,32,stimuli_orig\Kangaroo3_face.jpg,1,1,0,Kangaroo3_face.jpg,153.09854239989954,153.19853108066945,0.0999886807699113
333,3924,1,18,0,123,40,stimuli_orig\Rabbit1_body.jpg,0,0,0,Rabbit1_body.jpg,153.29853325067734,153.39852720984481,0.09999395916747744
334,3925,1,18,0,124,10,stimuli_orig\Cheeta1_face.jpg,0,0,0,Cheeta1_face.jpg,153.4984933108044,153.5985230457759,0.1000297349714856
335,3926,1,18,0,125,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,153.69852521578377,153.79851858846268,0.09999337267890951
336,3927,1,18,0,126,30,stimuli_orig\Horse3_body.jpg,0,0,0,Horse3_body.jpg,153.89851929224915,153.99849477702583,0.09997548477667806
337,3928,1,18,0,127,23,stimuli_orig\Fox2_face.jpg,0,0,0,Fox2_face.jpg,154.09849548081183,154.1985146589891,0.1000191781772628
338,3929,1,18,0,128,51,stimuli_orig\Wolf3_body.jpg,0,0,0,Wolf3_body.jpg,154.29851301682083,154.39851254763016,0.09999953080932755
339,3930,1,18,0,129,18,stimuli_orig\Deer3_face.jpg,0,0,0,Deer3_face.jpg,154.49848275400973,154.5985007592094,0.10001800519967219
340,3931,1,18,0,130,9,stimuli_orig\Chandelier1.jpg,0,0,0,Chandelier1.jpg,154.69850029001873,154.79849248972005,0.0999921997013189
341,3932,1,18,0,131,47,stimuli_orig\Spinich1.jpg,0,0,0,Spinich1.jpg,154.89850433678976,154.99845167011426,0.09994733332450778
342,3933,1,18,0,132,13,stimuli_orig\Cucumber1.jpg,0,0,0,Cucumber1.jpg,155.09847172802392,155.19848181562793,0.1000100876040051
343,3934,1,18,1,133,54,stimuli_targets\blacktriangle.jpg,0,0,0,blacktriangle.jpg,155.29848251941394,155.39845624472537,0.09997372531142901
344,3935,1,18,0,134,31,stimuli_orig\Kangaroo1_face.jpg,0,0,0,Kangaroo1_face.jpg,155.49847278370362,155.59845559958785,0.09998281588423197
345,3936,1,18,0,135,26,stimuli_orig\Goat4_body.jpg,1,1,0,Goat4_body.jpg,155.69847946967366,155.79845290174035,0.0999734320666903
346,3937,1,18,0,136,1,stimuli_orig\Anchor2.jpg,0,0,0,Anchor2.jpg,155.89846240285533,155.99842351866164,0.09996111580630895
347,3938,1,18,0,137,8,stimuli_orig\Carrat1.jpg,0,0,0,Carrat1.jpg,156.09842715489094,156.19846920612326,0.10004205123232168
348,3939,1,18,0,138,36,stimuli_orig\Monkey3_face.jpg,0,0,0,Monkey3_face.jpg,156.2984760680397,156.39843747709028,0.09996140905059292
349,3940,1,18,0,139,50,stimuli_orig\Wolf1_body.jpg,0,0,0,Wolf1_body.jpg,156.498406803737,156.5984324332885,0.10002562955151006
350,3941,1,18,0,140,7,stimuli_orig\Camel3_body.jpg,0,0,0,Camel3_body.jpg,156.69845337093102,156.798425043532,0.0999716726009865
351,3942,1,18,0,141,46,stimuli_orig\Sheep2_face.jpg,0,0,0,Sheep2_face.jpg,156.8984456879307,156.99840739022557,0.09996170229487689
352,3943,1,18,0,142,16,stimuli_orig\Deer2_face.jpg,0,0,0,Deer2_face.jpg,157.0984198237834,157.19839501531624,0.09997519153284884
353,3944,1,18,0,143,43,stimuli_orig\Screw1.jpg,0,0,0,Screw1.jpg,157.29842826921913,157.39842604056275,0.09999777134362375
354,3945,1,18,0,144,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,157.4983634035807,157.59840545481302,0.10004205123232168
