eventnumber,index,sequencenumber,yokedsequencenumber,istarget,presentationnumber,stimnumber,stim,response,correct,rt,stimname,time_stimon,time_stimoff,stimdur
4447,2762,21,13,0,17,18,stimuli_binarized\Deer3_face_binarized.jpg,0,0,0,Deer3_face_binarized.jpg,1163.1242792788303,1163.224268839333,0.0999895605027632
4448,2763,21,13,0,18,35,stimuli_binarized\Microscope2_binarized.jpg,0,0,0,Microscope2_binarized.jpg,1163.324272182318,1163.424271419883,0.09999923756504359
4449,2764,21,13,0,19,12,stimuli_binarized\Cow4_body_binarized.jpg,0,0,0,Cow4_body_binarized.jpg,1163.5242644993177,1163.6242203367265,0.09995583740874281
4450,2765,21,13,0,20,31,stimuli_binarized\Kangaroo1_face_binarized.jpg,0,0,0,Kangaroo1_face_binarized.jpg,1163.7242148823825,1163.8242663174324,0.10005143504986336
4451,2766,21,13,0,21,47,stimuli_binarized\Spinich1_binarized.jpg,0,0,0,Spinich1_binarized.jpg,1163.9242256737725,1164.0242762290895,0.10005055531701146
4452,2767,21,13,0,22,28,stimuli_binarized\Headphone1_binarized.jpg,0,0,0,Headphone1_binarized.jpg,1164.124225028635,1164.2242213337572,0.09999630512220392
4453,2768,21,13,0,23,6,stimuli_binarized\Cactus1_binarized.jpg,0,0,0,Cactus1_binarized.jpg,1164.3242402186897,1164.4242151169778,0.09997489828811013
4454,2769,21,13,0,24,38,stimuli_binarized\Object2_binarized.jpg,0,0,0,Object2_binarized.jpg,1164.52421347481,1164.624210952909,0.09999747809888504
4455,2770,21,13,0,25,43,stimuli_binarized\Screw1_binarized.jpg,0,0,0,Screw1_binarized.jpg,1164.7242160553596,1164.8242064955957,0.09999044023606984
4456,2771,21,13,0,26,49,stimuli_binarized\Toothpaste1_binarized.jpg,0,0,0,Toothpaste1_binarized.jpg,1164.9241852060595,1165.0242114221,0.10002621604053274
4457,2772,21,13,0,27,22,stimuli_binarized\Flower7_binarized.jpg,0,0,0,Flower7_binarized.jpg,1165.124210952909,1165.2241964079917,0.09998545508278767
4458,2773,21,13,0,28,48,stimuli_binarized\Table2_binarized.jpg,0,0,0,Table2_binarized.jpg,1165.324196818534,1165.4241907777014,0.09999395916747744
4459,2774,21,13,0,29,23,stimuli_binarized\Fox2_face_binarized.jpg,0,0,0,Fox2_face_binarized.jpg,1165.5241911882435,1165.6241877866096,0.09999659836603314
4460,2775,21,13,0,30,1,stimuli_binarized\Anchor2_binarized.jpg,0,0,0,Anchor2_binarized.jpg,1165.7241923025717,1165.8241589900194,0.09996668744770432
4461,2776,21,13,0,31,24,stimuli_binarized\Giraffe3_body_binarized.jpg,0,0,0,Giraffe3_body_binarized.jpg,1165.9241599870502,1166.0241964666407,0.10003647959047157
4462,2777,21,13,0,32,20,stimuli_binarized\Flower5_binarized.jpg,0,0,0,Flower5_binarized.jpg,1166.1241968771828,1166.224194648526,0.099997771343169
4463,2778,21,13,0,33,10,stimuli_binarized\Cheeta1_face_binarized.jpg,0,0,0,Cheeta1_face_binarized.jpg,1166.3241786373874,1166.4241708370892,0.09999219970177364
4464,2779,21,13,0,34,14,stimuli_binarized\Deer1_face_binarized.jpg,0,0,0,Deer1_face_binarized.jpg,1166.5241935341978,1166.6241649135545,0.09997137935670253
4465,2780,21,13,0,35,51,stimuli_binarized\Wolf3_body_binarized.jpg,0,0,0,Wolf3_body_binarized.jpg,1166.7241902498617,1166.8241897806706,0.0999995308088728
4466,2781,21,13,0,36,26,stimuli_binarized\Goat4_body_binarized.jpg,0,0,0,Goat4_body_binarized.jpg,1166.924161746516,1167.0241624503024,0.10000070378646342
4467,2782,21,13,0,37,41,stimuli_binarized\Rabbit2_face_binarized.jpg,0,0,0,Rabbit2_face_binarized.jpg,1167.1241605148898,1167.2241515416144,0.09999102672463778
4468,2783,21,13,0,38,44,stimuli_binarized\Seashell1_binarized.jpg,0,0,0,Seashell1_binarized.jpg,1167.3241507791795,1167.4241720100663,0.10002123088679582
4469,2784,21,13,0,39,16,stimuli_binarized\Deer2_face_binarized.jpg,0,0,0,Deer2_face_binarized.jpg,1167.5241674354552,1167.6241177012225,0.09995026576734745
4470,2785,21,13,0,40,40,stimuli_binarized\Rabbit1_body_binarized.jpg,0,0,0,Rabbit1_body_binarized.jpg,1167.724164151119,1167.824152245401,0.09998809428179811
4471,2786,21,13,0,41,3,stimuli_binarized\Beaver1_body_binarized.jpg,0,0,0,Beaver1_body_binarized.jpg,1167.924147964034,1168.0241612773252,0.10001331329112872
4472,2787,21,13,0,42,39,stimuli_binarized\Onion2_binarized.jpg,0,0,0,Onion2_binarized.jpg,1168.1241546500041,1168.2241547673016,0.10000011729744074
4473,2788,21,13,0,43,15,stimuli_binarized\Deer2_body_binarized.jpg,0,0,0,Deer2_body_binarized.jpg,1168.3241569373095,1168.4241526559426,0.09999571863318124
4474,2789,21,13,0,44,50,stimuli_binarized\Wolf1_body_binarized.jpg,0,0,0,Wolf1_body_binarized.jpg,1168.5241507205305,1168.6241408675219,0.09999014699133113
4475,2790,21,13,0,45,13,stimuli_binarized\Cucumber1_binarized.jpg,0,0,0,Cucumber1_binarized.jpg,1168.724144210507,1168.824139342652,0.09999513214506806
4476,2791,21,13,0,46,5,stimuli_binarized\Bottle2_binarized.jpg,0,0,0,Bottle2_binarized.jpg,1168.9241429788808,1169.0241337123612,0.09999073348035381
4477,2792,21,13,0,47,30,stimuli_binarized\Horse3_body_binarized.jpg,0,0,0,Horse3_body_binarized.jpg,1169.124130017483,1169.2241266158494,0.09999659836648789
4478,2793,21,13,0,48,34,stimuli_binarized\Lynx1_body_binarized.jpg,0,0,0,Lynx1_body_binarized.jpg,1169.3241205750169,1169.4241157071615,0.09999513214461331
4479,2794,21,13,0,49,27,stimuli_binarized\Goat4_face_binarized.jpg,0,0,0,Goat4_face_binarized.jpg,1169.5241161177037,1169.624113009314,0.0999968916103171
4480,2795,21,13,0,50,25,stimuli_binarized\Goat2_face_binarized.jpg,0,0,0,Goat2_face_binarized.jpg,1169.72410960768,1169.824107672268,0.09999806458790772
4481,2796,21,13,0,51,19,stimuli_binarized\Flower3_binarized.jpg,0,0,0,Flower3_binarized.jpg,1169.9241066165882,1170.0241040946871,0.09999747809888504
4482,2797,21,13,0,52,5,stimuli_binarized\Bottle2_binarized.jpg,0,0,0,Bottle2_binarized.jpg,1170.1241015727865,1170.224106381993,0.10000480920643895
4483,2798,21,13,0,53,4,stimuli_binarized\Bicycle1_binarized.jpg,0,0,0,Bicycle1_binarized.jpg,1170.3241070857794,1170.4240931273507,0.0999860415713556
4484,2799,21,13,0,54,24,stimuli_binarized\Giraffe3_body_binarized.jpg,0,0,0,Giraffe3_body_binarized.jpg,1170.5240917784267,1170.6240872038156,0.09999542538889727
4485,2800,21,13,0,55,28,stimuli_binarized\Headphone1_binarized.jpg,0,0,0,Headphone1_binarized.jpg,1170.7240914265335,1170.8240871451671,0.09999571863363599
4486,2801,21,13,0,56,50,stimuli_binarized\Wolf1_body_binarized.jpg,0,0,0,Wolf1_body_binarized.jpg,1170.924086675976,1171.0240794621664,0.09999278619034158
4487,2802,21,13,0,57,25,stimuli_binarized\Goat2_face_binarized.jpg,0,0,0,Goat2_face_binarized.jpg,1171.1240798727085,1171.2240711926775,0.09999131996892174
4488,2803,21,13,0,58,14,stimuli_binarized\Deer1_face_binarized.jpg,0,0,0,Deer1_face_binarized.jpg,1171.324071309975,1171.4240720137614,0.10000070378646342
4489,2804,21,13,0,59,47,stimuli_binarized\Spinich1_binarized.jpg,0,0,0,Spinich1_binarized.jpg,1171.524068318883,1171.6240628645392,0.09999454565604537
4490,2805,21,13,0,60,51,stimuli_binarized\Wolf3_body_binarized.jpg,0,0,0,Wolf3_body_binarized.jpg,1171.7240632750813,1171.8240798140596,0.10001653897825236
4491,2806,21,13,0,61,19,stimuli_binarized\Flower3_binarized.jpg,0,0,0,Flower3_binarized.jpg,1171.924059697501,1172.0240548296456,0.09999513214461331
4492,2807,21,13,0,62,3,stimuli_binarized\Beaver1_body_binarized.jpg,0,0,0,Beaver1_body_binarized.jpg,1172.1240561199206,1172.2240489061105,0.09999278618988683
4493,2808,21,13,0,63,44,stimuli_binarized\Seashell1_binarized.jpg,0,0,0,Seashell1_binarized.jpg,1172.3240478504313,1172.424044155553,0.09999630512174917
4494,2809,21,13,0,64,21,stimuli_binarized\Flower6_binarized.jpg,0,0,0,Flower6_binarized.jpg,1172.524040753919,1172.6240350063313,0.09999425241221616
4495,2810,21,13,0,65,6,stimuli_binarized\Cactus1_binarized.jpg,0,0,0,Cactus1_binarized.jpg,1172.7240368830944,1172.8240331882166,0.09999630512220392
4496,2811,21,13,0,66,30,stimuli_binarized\Horse3_body_binarized.jpg,0,0,0,Horse3_body_binarized.jpg,1172.924031252804,1173.024026678193,0.09999542538889727
4497,2812,21,13,0,67,16,stimuli_binarized\Deer2_face_binarized.jpg,0,0,0,Deer2_face_binarized.jpg,1173.124027968468,1173.2239802869453,0.09995231847733521
4498,2813,21,13,0,68,7,stimuli_binarized\Camel3_body_binarized.jpg,0,0,0,Camel3_body_binarized.jpg,1173.3240249773762,1173.4240215757422,0.09999659836603314
4499,2814,21,13,0,69,22,stimuli_binarized\Flower7_binarized.jpg,0,0,0,Flower7_binarized.jpg,1173.5240181741083,1173.6240141859862,0.09999601187791995
4500,2815,21,13,0,70,17,stimuli_binarized\Deer3_body_binarized.jpg,0,0,0,Deer3_body_binarized.jpg,1173.724012543818,1173.8240065029854,0.09999395916747744
4501,2816,21,13,0,71,8,stimuli_binarized\Carrat1_binarized.jpg,0,0,0,Carrat1_binarized.jpg,1173.9240086729933,1174.0240026321608,0.09999395916747744
4502,2817,21,13,0,72,12,stimuli_binarized\Cow4_body_binarized.jpg,0,0,0,Cow4_body_binarized.jpg,1174.1240045089244,1174.2239990545804,0.09999454565604537
4503,2818,21,13,0,73,23,stimuli_binarized\Fox2_face_binarized.jpg,0,0,0,Fox2_face_binarized.jpg,1174.323998292145,1174.4239913715796,0.09999307943462554
4504,2819,21,13,1,74,54,stimuli_targets\blacktriangle.jpg,0,0,0,blacktriangle.jpg,1174.5239938348318,1174.623989553465,0.09999571863318124
4505,2820,21,13,0,75,15,stimuli_binarized\Deer2_body_binarized.jpg,0,0,0,Deer2_body_binarized.jpg,1174.7239873248086,1174.8239871488618,0.09999982405315677
4506,2821,21,13,0,76,2,stimuli_binarized\Apple1_binarized.jpg,1,1,0,Apple1_binarized.jpg,1174.9239834539835,1175.023977413151,0.09999395916747744
4507,2822,21,13,0,77,40,stimuli_binarized\Rabbit1_body_binarized.jpg,0,0,0,Rabbit1_body_binarized.jpg,1175.1239801696474,1175.2239738355706,0.09999366592319348
4508,2823,21,13,0,78,1,stimuli_binarized\Anchor2_binarized.jpg,0,0,0,Anchor2_binarized.jpg,1175.3239771785557,1175.4239687917689,0.09999161321320571
4509,2824,21,13,0,79,10,stimuli_binarized\Cheeta1_face_binarized.jpg,0,0,0,Cheeta1_face_binarized.jpg,1175.5239689090668,1175.6239622817457,0.09999337267890951
4510,2825,21,13,0,80,38,stimuli_binarized\Object2_binarized.jpg,0,0,0,Object2_binarized.jpg,1175.7239662112192,1175.8239575311877,0.099991319968467
4511,2826,21,13,0,81,9,stimuli_binarized\Chandelier1_binarized.jpg,0,0,0,Chandelier1_binarized.jpg,1175.9239585282185,1176.023953660363,0.09999513214461331
4512,2827,21,13,0,82,35,stimuli_binarized\Microscope2_binarized.jpg,0,0,0,Microscope2_binarized.jpg,1176.1239778236932,1176.2239518422484,0.09997401855525823
4513,2828,21,13,0,83,52,stimuli_binarized\Wrench1_binarized.jpg,0,0,0,Wrench1_binarized.jpg,1176.3239109053447,1176.423947091691,0.1000361863461876
4514,2829,21,13,0,84,26,stimuli_binarized\Goat4_body_binarized.jpg,0,0,0,Goat4_body_binarized.jpg,1176.523943690057,1176.6239388222016,0.09999513214461331
4515,2830,21,13,0,85,20,stimuli_binarized\Flower5_binarized.jpg,0,0,0,Flower5_binarized.jpg,1176.723937473278,1176.8239393500417,0.10000187676359928
4516,2831,21,13,0,86,34,stimuli_binarized\Lynx1_body_binarized.jpg,0,0,0,Lynx1_body_binarized.jpg,1176.9239183537497,1177.0239304940637,0.10001214031399286
4517,2832,21,13,0,87,18,stimuli_binarized\Deer3_face_binarized.jpg,0,0,0,Deer3_face_binarized.jpg,1177.123930904606,1177.223925450262,0.09999454565604537
4518,2833,21,13,0,88,11,stimuli_binarized\Corn1_binarized.jpg,0,0,0,Corn1_binarized.jpg,1177.3239243945823,1177.423922165926,0.09999777134362375
4519,2834,21,13,0,89,41,stimuli_binarized\Rabbit2_face_binarized.jpg,0,0,0,Rabbit2_face_binarized.jpg,1177.523918764292,1177.6239194680784,0.10000070378646342
4520,2835,21,13,0,90,29,stimuli_binarized\Helmet1_binarized.jpg,0,0,0,Helmet1_binarized.jpg,1177.7239210515972,1177.8239123715662,0.09999131996892174
4521,2836,21,13,0,91,49,stimuli_binarized\Toothpaste1_binarized.jpg,0,0,0,Toothpaste1_binarized.jpg,1177.9238840441672,1178.0238821087546,0.09999806458745297
4522,2837,21,13,0,92,46,stimuli_binarized\Sheep2_face_binarized.jpg,0,0,0,Sheep2_face_binarized.jpg,1178.1239042193747,1178.223894952855,0.09999073348035381
4523,2838,21,13,0,93,31,stimuli_binarized\Kangaroo1_face_binarized.jpg,0,0,0,Kangaroo1_face_binarized.jpg,1178.323899175573,1178.423863223822,0.09996404824914862
4524,2839,21,13,0,94,48,stimuli_binarized\Table2_binarized.jpg,0,0,0,Table2_binarized.jpg,1178.5238677397842,1178.623890436893,0.1000226971086704
4525,2840,21,13,0,95,36,stimuli_binarized\Monkey3_face_binarized.jpg,0,0,0,Monkey3_face_binarized.jpg,1178.7238500864778,1178.8238683849218,0.10001829844395616
4526,2841,21,13,0,96,43,stimuli_binarized\Screw1_binarized.jpg,0,0,0,Screw1_binarized.jpg,1178.9238394710342,1179.0238346031788,0.09999513214461331
4527,2842,21,13,0,97,37,stimuli_binarized\Motorcycle3_binarized.jpg,0,0,0,Motorcycle3_binarized.jpg,1179.1238628719288,1179.223850379722,0.09998750779323018
4528,2843,21,13,0,98,39,stimuli_binarized\Onion2_binarized.jpg,0,0,0,Onion2_binarized.jpg,1179.3238507902638,1179.4238300872166,0.09997929695282437
4529,2844,21,13,0,99,32,stimuli_binarized\Kangaroo3_face_binarized.jpg,0,0,0,Kangaroo3_face_binarized.jpg,1179.523845746462,1179.6238699097921,0.10002416333009023
4530,2845,21,13,0,100,33,stimuli_binarized\Leaf1_binarized.jpg,0,0,0,Leaf1_binarized.jpg,1179.7238442215917,1179.8238663322118,0.10002211062010247
4531,2846,21,13,0,101,45,stimuli_binarized\Sheep2_body_binarized.jpg,0,0,0,Sheep2_body_binarized.jpg,1179.9238400575227,1180.0238483856606,0.10000832813784655
4532,2847,21,13,0,102,13,stimuli_binarized\Cucumber1_binarized.jpg,0,0,0,Cucumber1_binarized.jpg,1180.123838239408,1180.2238354242627,0.09999718485460107
4533,2848,21,13,0,103,27,stimuli_binarized\Goat4_face_binarized.jpg,0,0,0,Goat4_face_binarized.jpg,1180.3238381807591,1180.4238010560312,0.09996287527201275
4534,2849,21,13,0,104,42,stimuli_binarized\Raccoon3_face_binarized.jpg,0,0,0,Raccoon3_face_binarized.jpg,1180.5238211139413,1180.6238493826913,0.10002826875006576
4535,2850,21,13,0,105,31,stimuli_binarized\Kangaroo1_face_binarized.jpg,0,0,0,Kangaroo1_face_binarized.jpg,1180.7238163633833,1180.8238109090398,0.09999454565650012
4536,2851,21,13,0,106,22,stimuli_binarized\Flower7_binarized.jpg,0,0,0,Flower7_binarized.jpg,1180.9238130790472,1181.023809970658,0.09999689161077185
4537,2852,21,13,0,107,32,stimuli_binarized\Kangaroo3_face_binarized.jpg,0,0,0,Kangaroo3_face_binarized.jpg,1181.1238059825355,1181.2238225215137,0.10001653897825236
4538,2853,21,13,0,108,35,stimuli_binarized\Microscope2_binarized.jpg,0,0,0,Microscope2_binarized.jpg,1181.3238246915216,1181.423801935764,0.09997724424238186
4539,2854,21,13,0,109,10,stimuli_binarized\Cheeta1_face_binarized.jpg,0,0,0,Cheeta1_face_binarized.jpg,1181.523801173329,1181.6238188852844,0.10001771195538822
4540,2855,21,13,0,110,51,stimuli_binarized\Wolf3_body_binarized.jpg,0,0,0,Wolf3_body_binarized.jpg,1181.72380111468,1181.823817360414,0.10001624573396839
4541,2856,21,13,0,111,23,stimuli_binarized\Fox2_face_binarized.jpg,0,0,0,Fox2_face_binarized.jpg,1181.9238001762983,1182.0238076247033,0.10000744840499465
4542,2857,21,13,0,112,47,stimuli_binarized\Spinich1_binarized.jpg,0,0,0,Spinich1_binarized.jpg,1182.1237886811218,1182.2237832267779,0.09999454565604537
4543,2858,21,13,0,113,14,stimuli_binarized\Deer1_face_binarized.jpg,0,0,0,Deer1_face_binarized.jpg,1182.3238076833522,1182.4237984168326,0.09999073348035381
4544,2859,21,13,0,114,17,stimuli_binarized\Deer3_body_binarized.jpg,0,0,0,Deer3_body_binarized.jpg,1182.5237888570687,1182.6237954257408,0.10000656867214275
4545,2860,21,13,0,115,4,stimuli_binarized\Bicycle1_binarized.jpg,0,0,0,Bicycle1_binarized.jpg,1182.7237753091822,1182.8237739602582,0.0999986510760209
4546,2861,21,13,0,116,39,stimuli_binarized\Onion2_binarized.jpg,0,0,0,Onion2_binarized.jpg,1182.923772904579,1183.0237633448146,0.0999904402356151
4547,2862,21,13,0,117,19,stimuli_binarized\Flower3_binarized.jpg,0,0,0,Flower3_binarized.jpg,1183.1237625823796,1183.2237764821593,0.10001389977969666
4548,2863,21,13,0,118,50,stimuli_binarized\Wolf1_body_binarized.jpg,0,0,0,Wolf1_body_binarized.jpg,1183.32378158461,1183.4237778897318,0.09999630512174917
4549,2864,21,13,0,119,5,stimuli_binarized\Bottle2_binarized.jpg,0,0,0,Bottle2_binarized.jpg,1183.5237780070297,1183.6237737256629,0.09999571863318124
4550,2865,21,13,0,120,6,stimuli_binarized\Cactus1_binarized.jpg,0,0,0,Cactus1_binarized.jpg,1183.7237729632275,1183.8237657494178,0.09999278619034158
4551,2866,21,13,0,121,29,stimuli_binarized\Helmet1_binarized.jpg,0,0,0,Helmet1_binarized.jpg,1183.9237705586243,1184.0237639313032,0.09999337267890951
4552,2867,21,13,0,122,16,stimuli_binarized\Deer2_face_binarized.jpg,0,0,0,Deer2_face_binarized.jpg,1184.123764928334,1184.2237583010128,0.09999337267890951
4553,2868,21,13,0,123,25,stimuli_binarized\Goat2_face_binarized.jpg,0,0,0,Goat2_face_binarized.jpg,1184.3237496209817,1184.4237470990806,0.09999747809888504
4554,2869,21,13,0,124,1,stimuli_binarized\Anchor2_binarized.jpg,0,0,0,Anchor2_binarized.jpg,1184.523745750157,1184.6237423485231,0.09999659836603314
4555,2870,21,13,0,125,52,stimuli_binarized\Wrench1_binarized.jpg,0,0,0,Wrench1_binarized.jpg,1184.7237409995992,1184.8237373047214,0.09999630512220392
4556,2871,21,13,0,126,42,stimuli_binarized\Raccoon3_face_binarized.jpg,0,0,0,Raccoon3_face_binarized.jpg,1184.9237371287745,1185.0237313811863,0.09999425241176141
4557,2872,21,13,0,127,44,stimuli_binarized\Seashell1_binarized.jpg,0,0,0,Seashell1_binarized.jpg,1185.1237341376827,1185.2237304428045,0.09999630512174917
4558,2873,21,13,0,128,24,stimuli_binarized\Giraffe3_body_binarized.jpg,0,0,0,Giraffe3_body_binarized.jpg,1185.3237320263238,1185.4237333165988,0.10000129027503135
4559,2874,21,13,0,129,20,stimuli_binarized\Flower5_binarized.jpg,0,0,0,Flower5_binarized.jpg,1185.5237351933624,1185.6236784212665,0.0999432279040775
4560,2875,21,13,0,130,49,stimuli_binarized\Toothpaste1_binarized.jpg,0,0,0,Toothpaste1_binarized.jpg,1185.7237175400555,1185.8237109127344,0.09999337267890951
4561,2876,21,13,0,131,45,stimuli_binarized\Sheep2_body_binarized.jpg,0,0,0,Sheep2_body_binarized.jpg,1185.9237110300323,1186.023706162177,0.09999513214461331
4562,2877,21,13,0,132,40,stimuli_binarized\Rabbit1_body_binarized.jpg,0,0,0,Rabbit1_body_binarized.jpg,1186.1237068659634,1186.2237014116195,0.09999454565604537
4563,2878,21,13,0,133,2,stimuli_binarized\Apple1_binarized.jpg,0,0,0,Apple1_binarized.jpg,1186.3237032883826,1186.4236963678172,0.09999307943462554
4564,2879,21,13,0,134,26,stimuli_binarized\Goat4_body_binarized.jpg,0,0,0,Goat4_body_binarized.jpg,1186.523699417558,1186.6236930834812,0.09999366592319348
4565,2880,21,13,0,135,7,stimuli_binarized\Camel3_body_binarized.jpg,0,0,0,Camel3_body_binarized.jpg,1186.7236923210462,1186.823685693725,0.09999337267890951
4566,2881,21,13,0,136,30,stimuli_binarized\Horse3_body_binarized.jpg,0,0,0,Horse3_body_binarized.jpg,1186.9236869839997,1187.023683289122,0.09999630512220392
4567,2882,21,13,0,137,18,stimuli_binarized\Deer3_face_binarized.jpg,0,0,0,Deer3_face_binarized.jpg,1187.1236828199308,1187.2236767790982,0.09999395916747744
4568,2883,21,13,0,138,37,stimuli_binarized\Motorcycle3_binarized.jpg,0,0,0,Motorcycle3_binarized.jpg,1187.3236771896404,1187.423672321785,0.09999513214461331
4569,2884,21,13,0,139,33,stimuli_binarized\Leaf1_binarized.jpg,0,0,0,Leaf1_binarized.jpg,1187.5236771309915,1187.6236707969147,0.09999366592319348
4570,2885,21,13,0,140,9,stimuli_binarized\Chandelier1_binarized.jpg,0,0,0,Chandelier1_binarized.jpg,1187.7236720871897,1187.8236686855557,0.09999659836603314
4571,2886,21,13,0,141,8,stimuli_binarized\Carrat1_binarized.jpg,0,0,0,Carrat1_binarized.jpg,1187.9236626447232,1188.0236577768678,0.09999513214461331
4572,2887,21,13,0,142,15,stimuli_binarized\Deer2_body_binarized.jpg,0,0,0,Deer2_body_binarized.jpg,1188.1236596536314,1188.2236539060432,0.09999425241176141
4573,2888,21,13,0,143,13,stimuli_binarized\Cucumber1_binarized.jpg,0,0,0,Cucumber1_binarized.jpg,1188.323656076051,1188.4236479825086,0.09999190645748968
4574,2889,21,13,0,144,12,stimuli_binarized\Cow4_body_binarized.jpg,0,0,0,Cow4_body_binarized.jpg,1188.5236469268289,1188.623645284661,0.09999835783219169
4575,2890,21,13,0,145,28,stimuli_binarized\Headphone1_binarized.jpg,0,0,0,Headphone1_binarized.jpg,1188.7236471614247,1188.8236370151717,0.09998985374704716
4576,2891,21,13,0,146,34,stimuli_binarized\Lynx1_body_binarized.jpg,0,0,0,Lynx1_body_binarized.jpg,1188.9236371324696,1189.0236346105685,0.09999747809888504
4577,2892,21,13,0,147,41,stimuli_binarized\Rabbit2_face_binarized.jpg,0,0,0,Rabbit2_face_binarized.jpg,1189.1236320886678,1189.223629860011,0.099997771343169
4578,2893,21,13,0,148,43,stimuli_binarized\Screw1_binarized.jpg,0,0,0,Screw1_binarized.jpg,1189.3236290975756,1189.4236221770102,0.09999307943462554
4579,2894,21,13,0,149,38,stimuli_binarized\Object2_binarized.jpg,0,0,0,Object2_binarized.jpg,1189.5236208280867,1189.6236180129413,0.09999718485460107
4580,2895,21,13,0,150,46,stimuli_binarized\Sheep2_face_binarized.jpg,0,0,0,Sheep2_face_binarized.jpg,1189.7236207694377,1189.8235757271136,0.09995495767589091
4581,2896,21,13,0,151,3,stimuli_binarized\Beaver1_body_binarized.jpg,0,0,0,Beaver1_body_binarized.jpg,1189.923616898613,1190.0236108577806,0.09999395916747744
4582,2897,21,13,0,152,36,stimuli_binarized\Monkey3_face_binarized.jpg,0,0,0,Monkey3_face_binarized.jpg,1190.1236086291237,1190.2236020018026,0.09999337267890951
4583,2898,21,13,0,153,11,stimuli_binarized\Corn1_binarized.jpg,0,0,0,Corn1_binarized.jpg,1190.3236038785662,1190.4235978377337,0.09999395916747744
4584,2899,21,13,0,154,48,stimuli_binarized\Table2_binarized.jpg,0,0,0,Table2_binarized.jpg,1190.523599421253,1190.6235954331305,0.09999601187746521
4585,2900,21,13,0,155,27,stimuli_binarized\Goat4_face_binarized.jpg,0,0,0,Goat4_face_binarized.jpg,1190.7235920314965,1190.8235933217716,0.10000129027503135
4586,2901,21,13,0,156,21,stimuli_binarized\Flower6_binarized.jpg,0,0,0,Flower6_binarized.jpg,1190.923589333649,1191.0235841725494,0.09999483890032934
4587,2902,21,13,0,157,15,stimuli_binarized\Deer2_body_binarized.jpg,0,0,0,Deer2_body_binarized.jpg,1191.1235831168701,1191.2235811814576,0.09999806458745297
4588,2903,21,13,0,158,39,stimuli_binarized\Onion2_binarized.jpg,0,0,0,Onion2_binarized.jpg,1191.323578659557,1191.4235746714344,0.09999601187746521
4589,2904,21,13,0,159,10,stimuli_binarized\Cheeta1_face_binarized.jpg,0,0,0,Cheeta1_face_binarized.jpg,1191.5235733225104,1191.6235684546555,0.09999513214506806
4590,2905,21,13,0,160,16,stimuli_binarized\Deer2_face_binarized.jpg,0,0,0,Deer2_face_binarized.jpg,1191.7235679854643,1191.8235648770747,0.0999968916103171
4591,2906,21,13,0,161,8,stimuli_binarized\Carrat1_binarized.jpg,0,0,0,Carrat1_binarized.jpg,1191.9235717389915,1192.0235580738072,0.09998633481563957
4592,2907,21,13,0,162,42,stimuli_binarized\Raccoon3_face_binarized.jpg,0,0,0,Raccoon3_face_binarized.jpg,1192.1235578978608,1192.2235542029825,0.09999630512174917
4593,2908,21,13,0,163,50,stimuli_binarized\Wolf1_body_binarized.jpg,0,0,0,Wolf1_body_binarized.jpg,1192.3235549067685,1192.4235506254022,0.09999571863363599
4594,2909,21,13,0,164,23,stimuli_binarized\Fox2_face_binarized.jpg,0,0,0,Fox2_face_binarized.jpg,1192.5235513291882,1192.6235526194632,0.10000129027503135
4595,2910,21,13,1,165,54,stimuli_targets\blacktriangle.jpg,0,0,0,blacktriangle.jpg,1192.7235269312628,1192.8235478689057,0.1000209376429666
4596,2911,21,13,0,166,18,stimuli_binarized\Deer3_face_binarized.jpg,0,0,0,Deer3_face_binarized.jpg,1192.9235157293306,1193.023531388576,0.10001565924540046
4597,2912,21,13,0,167,27,stimuli_binarized\Goat4_face_binarized.jpg,1,1,0,Goat4_face_binarized.jpg,1193.1235353180496,1193.223506404162,0.09997108611241856
4598,2913,21,13,0,168,7,stimuli_binarized\Camel3_body_binarized.jpg,0,0,0,Camel3_body_binarized.jpg,1193.3235317404692,1193.423519834751,0.09998809428179811
4599,2914,21,13,0,169,28,stimuli_binarized\Headphone1_binarized.jpg,0,0,0,Headphone1_binarized.jpg,1193.5235211250256,1193.623522708545,0.10000158351931532
4600,2915,21,13,0,170,26,stimuli_binarized\Goat4_body_binarized.jpg,0,0,0,Goat4_body_binarized.jpg,1193.7234838243512,1193.8235220634074,0.10003823905617537
4601,2916,21,13,0,171,20,stimuli_binarized\Flower5_binarized.jpg,0,0,0,Flower5_binarized.jpg,1193.9234802467709,1194.023514380407,0.10003413363619984
4602,2917,21,13,0,172,25,stimuli_binarized\Goat2_face_binarized.jpg,0,0,0,Goat2_face_binarized.jpg,1194.123506873353,1194.2234621242733,0.09995525092017488
4603,2918,21,13,0,173,51,stimuli_binarized\Wolf3_body_binarized.jpg,0,0,0,Wolf3_body_binarized.jpg,1194.323481888939,1194.423477314328,0.09999542538889727
4604,2919,21,13,0,174,2,stimuli_binarized\Apple1_binarized.jpg,0,0,0,Apple1_binarized.jpg,1194.5235017709024,1194.623451743425,0.09994997252260873
4605,2920,21,13,0,175,34,stimuli_binarized\Lynx1_body_binarized.jpg,0,0,0,Lynx1_body_binarized.jpg,1194.7234715080908,1194.8234886335576,0.10001712546682029
